text,toxicity,severe_toxicity,obscene,threat,insult,identity_attack,sexual_explicit
Bull.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"And why is it only white Canadians are held accountable to racism ? 
Would we be allowed our way s in their countries?  No we would have to be as them, but that's only racism if white based nations do so ! Such BS double standards , we do need a trump here , anyone seen Don Cherry ?",0.16666667,0.0,0.16666667,0.0,0.0,0.0,0.0
"Yes like the CASTRO ban wagon , he was going to attended the funeral but took heat for publicly admiring a dictator on the world stage !!!
One Juniors many gaffs.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
It is my understanding that children are seen at the Emergency Room.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
and under the Republican Congress starting in 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"wishing him a speedy recovery

not!!!!!!!!!!!!!!!!!!!!",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Another example of knee jerk right wing trashing of government. I suppose you are one of those who think government should be run like a business. Like Bombardier, for example?

Next you'll be saying price collusion at the gas pumps is ""another fine example of excellent public sector management"".",0.3,0.0,0.0,0.2,0.2,0.0,0.0
"Mulroney knows Trump but did not know Karlheinz Schriber, how convenient.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"This idea of someone else is erroneous. We are the someone else. You may think you're on an island, but as I've previously mentioned, most people live in major urban centres in this country. We are the taxpayers, and we are the people who'll pay for it. It's just that using property taxes as the principle way to raise the money required to pay for major infrastructure jobs in the cities is not reasonable.  These cities are where most Canadians live. How is that circular? It seems easy to understand to me.",0.2,0.0,0.0,0.0,0.0,0.0,0.0
It was more than sticking with a bad bargain. She openly denigrated Bill Clinton's accusers. That is the creepy part.,0.4,0.0,0.1,0.1,0.4,0.1,0.1
Winner winner chicken dinner.  What a tool.  Glad he was captured!,0.16666667,0.0,0.0,0.0,0.0,0.0,0.16666667
Glenn: easy to pay for specialists if we cut the giant blood-bloated tick attached to the belly of America we call the military.,0.2,0.0,0.0,0.0,0.2,0.2,0.0
Thank god.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Such is the fate reserved for everyone who sacrifices logic, reason and common sense on the altar of political correctness run amok. You end up a caricature, a flailing please-all who manages to please no one. SJWs are also notorious of course for turning on their ""allies"" at the drop of a hat.",0.0,0.0,0.0,0.0,0.2,0.0,0.0
"trudeau, talk the talk, but can't walk the walk.
Like so many of the laggard left. All show no
go. They want 15 minutes of fame, their pay
cheque and the tax payer, well to bad we
have your money. Trump will set them straight.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The state's Constitution does speak BROADLY about natural resource development, Miller, but it also assumes that Alaskans who are the caretakers of the land will manage resources RESPONSIBLY.  Pebble put up too big of a fight early on and therefore lost their partnership and trust with most Alaskans. Instead of educating the public about HOW they're going to protect the environment and salmon streams, they're spending Millions fighting the state and federal EPA who's charged with enforcing EPA laws.  I'm hoping that the appropriate authority will enforce protecting the environment at all costs.  Even if it means locking Pebble out permanently.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hussein Obama renewed the Patriot Act.
As for Hillary, & her flying monkeys.

https://byteboy.wordpress.com/2008/04/06/list-of-ten-hillary-clinton-lies/",0.2,0.0,0.0,0.0,0.2,0.0,0.0
"Now you're just lying.   Nobody has been stopped from publishing a scientific paper that meets even the minimum standards required by community.    Show proof and I'd be glad to admit my mistake.     *Part of this would be asking 'Published where?"".  Are you talking about Scientific communities, or the paper in Cave Junction?",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pretty much all of those jobs are maintenance. I am an engineer, my job job is to keep it operating.  The island staffs keep the telescops on sky, the astronomers usually come in from somewhere else to do their observing. Good jobs, good people, nothing to sneer at.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
The economy in B.C. has been doing the best in the country and all people can complain about is Christy Clark.  NDP and Green party are not economic and they will sink the province into huge debt and drive business away.  We can't all live off welfare even if we wanted to !  Get real people.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hope you get better soon.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Not sure at all what the Tories expect to gain by whining to the Americans. Rempel loves a headline but really, bad mouthing something her PM should have done but didn't have the political cohones to do? Priceless.",0.3,0.0,0.1,0.0,0.3,0.0,0.0
"The Headline is something to be ashamed of, almost as bad as the Courts these days with the shorting of Judge replacements/vacancies thereby shorting the Public of the Elder Judge knowledge being handed down to their younger peers to carry with them as they move up thru the ranks as the NDP stopped the Ernie Eves Tories selling Ontario Hydro.
A short vid shows what kinda peeps her kind really are like ...
https://web.facebook.com/larissawaters/videos/10155355674794099/",0.0,0.0,0.0,0.0,0.0,0.0,0.0
I believe actuarial science has determined investors with large sums of unregistered funds to invest (as compared to RRSP's and RPP's) are generally wealthier. Longevity is tied to demographics. Wealthier people tend to live longer.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Another person who doesn't understand the Bible. 

and oh by the way, please copy/paste the person who I supposedly judged...give me the statement intact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Based on the recent news regarding the actions of Lieutenant Doug Mozan and Captain Sam Kamkar it’s past time for a change in leadership in the EPD.  Let’s hope a through, nationwide, search is carried out to identify a new Chief who will hold his command staff to a higher standard.  Women serving within the Department and in the community they serve deserve better.",0.1,0.0,0.0,0.0,0.1,0.1,0.0
"You saw an article. Well, it must be true if someone somewhere typed it out for you to look at. /s

Come on, let's see a link. Let's see who took the survey and how the questions were phrased. If you care about passing on only real news you should be able to provide that information. Otherwise it's just an anonymous person on a message board saying stuff.

On the chance this is actually true, how is a Congressional resolution going to do anything but make Congress feel virtuous? Are you under the delusion that neo-Nazi will say, ""Oh my! My congressman doesn't approve of me after all! I had no idea! I will now show love and kindness and respect toward all people!",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"wynne just paid off 60,000 teachers in exchange for thir votes for $25 million.  she has just guaranteed 60,000 votes using our tax dollars.  she will be voted back in.  people should be more outraged.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
what? no body-cam too?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
It is always a disaster every time artificial taxes come to interfere with the laws of the market. Let's look at what's happening in Vancouver right now!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My vote is all three of them get DFA'd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"On what charges? Oh, I almost forgot, the alt left only cares about Constitutional rights when defending violent illegal alien gang members.",0.3,0.0,0.0,0.0,0.1,0.2,0.0
"A vote for Hillary is a vote for Trump. A vote for Trump is a vote for Hillary. A vote for the establishment parties is a vote for the establishment parties.
Only a vote for Gary Johnson is a vote for Gary Johnson and a vote against both Trump AND Hillary!
Google: ""Gary Johnson""",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"They are using no artificial hormones etc but the Teen Burger rings and root beer have 1,710 mg of sodium which is 114% of the suggested DAILY allowance.  

Not sure how this is healthy",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Interesting, Nicholas.  We both want conservation, but I want well-considered conservation, while you appear to want conservation now, regardless of consequence.  I don't want to put that much power in one person, so I am okay with an 85,000 acre limit to what the president can designate.  Larger should be considered by multiple entities, and Congress is the entity that our founders created to consider large-impact decisions. I never said large monuments are not good, nor challenged their validity. I just think 132 square miles is large enough for a president to create without any opposition.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Because it was the cheaper of two claddings made by the same company
"" Reynobond PE cladding, which is £2 cheaper per square metre than the alternative Reynobond FR""
They saved £5,000 on a £8.6 million refurbishment (up-grade/reno).
Reynobond is a trademark of ALCOA (Aluminum Company Of America) with plants in various countries. Oh yeah ""FR"" stands for Fire Resistant!",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Best you check out the lawsuits currently filed against Ford in respect to their ""Track-Ready"" Mustangs.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gee, it's such a typical Putin assassination scenario, one has to wonder.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Well, you can't be well liked by your employees.  Thinking that it is no problem taking pay away from them.  Knowing that the amount taken will increase over time.  Sales tax is less punitive to workers .  It gets everyone's skin in the game.  Rich pay more than poor with sales tax.  Plus, sales tax targets tourism, income tax does not.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When all else fails, change the subject.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Des Moines Dame, how do you think you improve a neighborhood? More pawn shops and smoke shops? This would be a step forward for a blighted area.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"So you must pay a fortune to drive on the public roads, fly through the public airports, pay for your own police and fire service, and have paid for Internet access via a separate line that wasn't developed by the US Federal Government.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Fake news, fake leader, inadequate science, questionable conclusion, fake tax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"But you do not offer aid and comfort in any way.  Especially not the President of the country.  Which he did by saying there were 'good people among them', and by suggesting that their opponents were in some way to blame for the resulting death of a protester.",0.2,0.0,0.0,0.2,0.2,0.2,0.0
"The coalescence of the ""alt-right"" is the logical culmination of almost 50 years of implicitly racist voter appeals by the GOP.  You want to do away with the ""alt-right""?  Stop the GOP from dog whistling. 

Good luck with that.   Without its tacit appeal to disaffected post-1964 whites the GOP couldn't exist.

The modern GOP started with Nixon's ""Southern Strategy"" in 1968 and took its current form with Ronald Reagan speaking about ""states' rights"" and ""welfare queens"" at the Neshoba County fair (in Mississippi) in 1980. The TEA Party took up the torch when the first black president was inaugurated and the current POTUS established his racist political bonafides by, first, calling for the lynching of the Central Park Five and then by being the mainstay of the racist birther movement.",0.16666667,0.16666667,0.0,0.0,0.16666667,0.16666667,0.0
"This editorial left out one of the rationales for setting the minimum age at 18; including young people in the regulatory framework, rather than leaving them at the mercy of the black market.

The plant limit and height recommendation and the maximum 30 grams consumers can possess  in public will require the police to be equipped with scales and yard sticks, and will encourage gardeners to grow bushier plants.  It's funny how treating cannabis like enriched uranium inevitably leads to such absurdities, but then, arbitrary lines need to be drawn because the police and the courts like to keep things simple.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Well, that effectively happens now under our current system, doesn't it?  Or do you believe that our reps do what the majority of Alaskans want? If that were true, Juneau wouldn't be the capital of Alaska and the Board of Fish and Game would have a far different composition.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The level of intelligence and education of the average American is saddening. Some 39% of them didn't even know that the ACA and Obamacare were the same thing. About 41% of them still believe T-rump's birther 'theory'. A hefty percentage believe the earth is only 6,000 years old.

Et cetera.

It is WHY T-rump ""loves the poorly educated""",0.3,0.0,0.0,0.0,0.3,0.0,0.0
"Speaking of paying attention, I've never worked for the Dispatch, so you can't ""fire"" me.  Secondly, I'm not a proponent of so-called ""animal rights"", being extremely opposed to groups such as PETA and have never written an ""animal rights"" article--in fact I have repeatedly refuted their arguments in the Dispatch.

What your petty little rant demonstrates is that you're no more competent to run a newspaper than...oh let's see...the man with the dead cat toupee has proved competent to run the country.  Rome wasn't destroyed in a day.  Not for lack of trying.

Hope you haven't invested your life savings in this deluded ""venture"", Rhino.  But what's next on your shopping list? A custom-tailored SS uniform, Darth Vader helmet and hobnail boots?  Gonna come kick in our doors?  Guess that'll show us...",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The exploitation never stops; executives, administrators......you name it.  In the end the almighty dollar is more important than the good or health of the community, council, village and population.  Across all cultures.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
somebody please ask her to get rid of that smarmy grin,0.4,0.0,0.0,0.1,0.4,0.0,0.0
"Guessin' Maxwell, just like his buddy Kaep, has no idea why he's really kneeling.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When  ""The Godfather"" said to keep your friends close,  and your enemies closer this isn't what he meant. This is inviting the fox into the GOP henhouse. Good luck with that!",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Someone has to state the obvious, which is that Doug Porter is a fool to compare Toronto's housing market to tulip mania. Housing serves an essential year-round purpose, while flower bulbs are merely seasonal ornamentation.
Does Porter really foresee a time when a million-dollar home will be auctioned off for a few thousands?",0.4,0.0,0.0,0.0,0.4,0.0,0.0
"Really, Pete? You're really gonna go there. Trump WAS on the golf course! I mean, even if you didn't know that, you might have guessed it because this happened on a weekend. Where else would Trump be?",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"That would be fine with me. There's also merit to the argument that it was never intended to be a 'rite of passage' but a sacrament of initiation, which is the position of those eastern churches that confirm in conjunction with baptism.

To tell you the truth, I don't care which way they go. I just wish the bishops would come to some sort of consensus.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yes indeed. 

Risk is not any of that CAPM ""standard deviation"" crap so earnestly taught to CFAs and their acolytes.

Risk is the chance that your portfolio will not meet its objectives.

You can take this to extremes: for instance, if your portfolio objective is to multiply your money a million-fold by next Tuesday, then I will have to tell you that your lowest risk portfolio is a lottery ticket. I will also tell you that the chance of success is vanishingly small, so you'd be better off revising your objective.",0.2,0.0,0.2,0.0,0.2,0.0,0.0
"Interesting new view that, that the way to defend yourself from physical attacks from an organized, determined, death-dealing foe, aside from the usual politicians' platitudes and the binding up of the wounded and burying of the dead after the fact, is simply to stand in solidarity (though I'm not sure what that actually means I should do - and doesn't that mean we can disband the police, army, etc?).  If only all the generations before us throughout human history had known there is no necessity to ever physically, proactively take aggressive action to defend yourself a lot of lives could have been saved over the centuries.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Erdogan and his fascist government is a real threat to democracy and human rights! Nevermind the tens of thousands sacked from their jobs in Turkey and the thousands of jailed politicians, journalists and democracy seekers,  just take a look at what the Turkish government is doing in Syria! They are openly supporting and supplying Al Nusra Front and other Al Qaida affiliated terror groups with weapons and other munitions! The US should support the Kurds and diplomatically cut ties with Turkey ASAP!",0.16666667,0.0,0.0,0.16666667,0.16666667,0.16666667,0.0
Take heart Cathal.  You and Genie have a lot in common.  You're both terrible at your jobs and yet you keep doing them.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Suzanne Downing, what’s your point? I read what you wrote but it’s not very cogent. If I read you right you seem to be questioning whether Gov. Walker - who for most of his life has been an Alaska Republican like yourself - is courageous? Anyways, that’s my take away. Maybe you are trying to impugn Walker’s masculinity, or something else, some how - dunno? :)

I must admit that as a voyeur I derive some pleasure from watching both you, and the Republicans you represent as well as counterparts that label themselves as Democrats “eating yourselves.” Seems to me you are all behaving like a wild animal gnawing its leg off after being caught in a snare trap.

Noam Chomsky, a few years back, noted that the U.S. has one political party with two factions, Republicans and Democrats. We really do need some other alternatives if we are to enjoy democracy here.",0.2,0.0,0.0,0.0,0.2,0.0,0.0
"We seem to forget this is a republic. Eliminate the electoral college and the only votes that matter are NY, Cal., Texas, Florida, Illinois, Mich., Pa., Ohio. Oregon and other small states; who cares?",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Since we live in a society, many laws affect us personally that apparently in your view do not.

Just as an individual has a right to fashion her or his own life, so corporately members of our society have a right to fashion their own society. The SCOTUS in its quest for ""the sweet mystery of life"" has temporarily forgotten that. New judges and justices may help.

In the long run there is no ""settled law"" due to the amendment process for the Constitution and ever changing legislatures.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"...or not at all, at the rate they're going.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
That's because most trump supporters are at work,0.0,0.0,0.0,0.0,0.0,0.0,0.0
So this is where Andy suck on the public teat is.,0.8,0.1,0.6,0.0,0.3,0.0,0.5
"Nobody reads the ADN more religiously than you, Richard.  I suspect you would be bored to tears if you had to read a paper like the old Times every day.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agreed.  There are far too many people who make a ton of money IF Tiger is around to be objective about his play.

Seriously, he is number 900 in the world and still getting all the attention?

Bizzare.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"A lot of crappy ideas abound within the wall of the White House, so I could see the need for 35 bathrooms.",0.6,0.0,0.1,0.0,0.4,0.0,0.0
"That is funny.  I was just talking to a friend of mine last night and we were swapping stories of our various work environments, good times.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I think Dionne might actually be starting to figure it out.  ""Democratic republics do not thrive when so many of their citizens are so alienated.""",0.16666667,0.0,0.0,0.0,0.0,0.16666667,0.0
Thank you for a hopeful and cheerful article!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"While he's in Ireland, why not invite his buddy Bono back to Ottawa for the Khadr apology and a group selfie?",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Have the people over 18 who get the PFD vote on a proposal to set aside a few billion to invest in a natural gas pipeline.  This would be the ONLY way to determine if the people are behind this, not a 6 member board.  If 50.1% or more vote for it, then let's go for it.  Personally, I think if we build it, it will increase the PFD in the future with natual gas royalties going into the PFD.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yes, the difference with this observatory is that it is mostly a private effort. We see these giant engineering projects from mainland people started with good intentions, yet how many have had problems and go bankrupt? TMT construction time is 8 years, a long time.The Air Force dome up on Mauna Kea now is empty. It was found to  have been turned into an orgy/party room with mattresses and all, bottles, trash.  That was a long time ago and has been cleaned up but its one of the inactive domes up there.What nobody is talking about is asbestos was used extensively as an insulator in the 60's, 70's, 80's, 90's.UHH has been dumped with the responsibility, and they don't have the money for asbestos removal.The Air Force dome might be the tip of the iceberg regarding how much asbestos is up there.Toxic cleanup is an issue.The sovereign issue is a diversion. This is ancestral burial ground and the existing observatories have failed to detail their close down cleanup plans for 2033.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Actually, people can protest laws and work to change them.  If they choose to disobey them, they risk the consequences. 
As rimirock points out, bakers who are paid to bake or decorate cakes are not being invited to the party; nor are they being asked to endorse the occasion.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"So surprising-opinion of a professor form Enbridge U ...er...University of Calgary.

Another prof from Stephen Harper's alama mater recently wrote an article expressing his shock and dismay 
after venturing past Alberta's  borders to the wilds of   BC.
They seem to be a special breed,

http://calgaryherald.com/opinion/columnists/cooper-british-columbia-shows-us-what-happens-when-we-go-to-pot
.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Only took him one day to start attacking women's rights.  This fight is going to get real ugly, real fast.  This is horrendous.  Stay strong women of America and fight!",0.2,0.0,0.0,0.0,0.2,0.1,0.0
"Very well presented case. Kudos, Mr. Schwoerer.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hey Squigly, by any chance do you go by the last name of ""Bergdahl?"" Btw, although I'm not an old fart like you, I'm old enough to whip your sorry but. And that goes for all you sicko Squigly sympathizers as well..",0.43103448,0.03448276,0.05172414,0.0862069,0.39655173,0.03448276,0.05172414
"If you don't understand the difference between the laws of physics and the laws governing morals, then you are even more ignorant than I thought you are.",0.8,0.0,0.0,0.0,0.7,0.0,0.0
"""...Canadians will continue to pay more for gas than Americans who paid$2.35 per gallon on average...""

When we sell our western oil to the USA at prices often 40% below world price, this is what happens.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"No, Jade just didn't inherit the “grow up and act like an adult gene”. It’s becoming a less common “disorder”, which to some, is unfortunate.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
How are program that receive public funding able to target (market to) Chinese students rather than Africans or Latin Americans?  Our immigration act does not allow for discrimination based on race.  Funding should be stopped.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"In  what format does it help the visitor's as it does not go to Waikiki so they would have to switch modes of transportation at Ala Moana with luggage (Nightmare) just to get
to a room. A Taxi or UBER, LIFT or a Shuttle from the hotel would-be the way to go,not a USELESS ELEVATED STEEL ON STEEL MONSTER CHOO COO  Now as far as the local people I would have to guess and say maybe 2 % of our population might benefit and they are already using the BUS so why are we wasting money on this BOONDOGGLE. lets THINK and turn it into a reversible highway for all leeward residents to use each & every day + no need to raise taxes or fees",0.0,0.0,0.0,0.0,0.0,0.0,0.0
I fear you are right - won't happen until the Republicans seeking reelection in the mid-terms realize they aren't likely to make it.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
They must have a lot of time on their hands. They could just as well build themselves a windmill to joust.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Our brother has it so right.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I've got to be honest, I'm kind of doubting that this SUPER progressive private school is full of KKK members. Google the school. It really sounds like this is a case of one person being unhealthily race obsessed and it costing her a good job. I have seen this in the military and in higher education where I ended up. It afflicts people who fixate on a part of their identity and use it as a lens through which they see everything. I've seen people flush their careers over it. I think it's happening more now because of search and news algorithms. Not being funny here, dead serious. 

You click on extremely partisan articles about BLM or Trump or Antifa or whatever. The news sites and search engines give you more of the same based on browsing and search history. You start to think that what you're being SHOWN is the ""news."" Not what you're seeing. What you. Are being. Shown. Subtle difference that drives people to the fringes and makes them think the world is out to get them.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Fat, bald and felonious, too.",0.73333335,0.016666668,0.0,0.016666668,0.73333335,0.016666668,0.0
"How on earth does she have any idea what the 'cultural and ethnic' background of the scoring panel members are?

I suspect she doesn't even know what those words mean, unless she personally asked each of them to explain their 'cultural and ethnic background' to her, then she could not possibly know what they are.

I really really hope she didn't just see a skin tone and think that necessarily has anything to do with culture and ethnicity, although I suspect that is the case.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lol. Get over it. Sheesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corker's spot on re Trump.,0.2,0.0,0.0,0.0,0.2,0.0,0.0
KJWanner could you please post the exact same words in response to all of the right-wing vitriol and name calling posts. You will never be able to stop typing.,0.2,0.1,0.0,0.0,0.2,0.0,0.0
"Trump is improving it. He has already made good on his campaign promise by giving whistle-blowers much needed  protection and enabling the VA administration  to fire bad employees.  It's a start, but there is much to do.  Our Veterans deserve the best care with the least amount of hassles and being victimized by those entrusted with their care.

Nope, I don't  get my SS checks on time. I don't collect on any of the social security insurance that  I've paid into for the last   40  years. In fact, I'm still paying in.   Social Security is far from what it was intended to be. It was originally intended to be insurance from poverty in old age when one could no longer work.  It has  expanded over the years  to the point where almost anyone can qualify for benefits, including foreigners and those who've  never paid in.  I think they should 'grandfather in'  those already collecting SS and then tighten up the qualifications for future benefit applicants.  Or it will collapse.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The questions demand an answer, do they not?  This will not go away, it will dog this papacy right upon to its end.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I have to ask, when these Dreamers become of age why don't they apply for citizenship?  I think they should.  I also think that the extended family should apply on their own and not on the tails of their kids.  I also think that the loop hole for citizen babies be closed.  No more free rides.  Our citizens need to come first.  We have to many homeless that need to be taken care.  Our tax dollars need to go there first and not to illegals or non vetted refugees.  Just my opinion.",0.16666667,0.0,0.0,0.0,0.16666667,0.0,0.0
at a parade,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Why doesnt Obama and the Democrats shut up, because they're the ones behind DACA, which Obama NOW says should be handled by congress, after he bypassed them in the first place.

Talk about pitiful.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If they could do just two things.

1) force health care providers to publish their pricing and charge everybody the same amount
2) allow insurance companies to compete across state lines

Those two things would clean up a big part of this mess.  

Lastly I really don't give a rat's behind about people who choose not buy health insurance, I think we should make them sign a waiver saying our health care system is not responsible for treating you when you opt out .",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Exactly, if this was a Muslim, Mexican or Black, The Trumpers And Trump Daddy would be screaming for his family and friends to be rounded up and shipped out of America...It’s a Great Plan for the Muslims, why not use it against every Animal that Slaughters Americans...#MAGA",0.7,0.0,0.0,0.0,0.2,0.7,0.0
I am confident that Canada's mayors and provincial premiers are not in the same league as American politicians when it comes to bribing corporations. They still feel that in most instances the taxpayer's donation to society should do the taxpayer and the society some good. There may well be Tory politicians and right wing think tanks that would like to correct this harmful delusion. But they're not there yet.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Absolutely correct.  You hit it out of the park.  Obviously Lee Cataluna does not have a clue.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Too late - it's already disrupted large parts of the economy.  Farmers that can't get their crops in because they can't find workers among others.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Its a poorly written article, but this must be after their trial and conviction. The court couldn't force a defendant to pay before the trial or if they are acquitted.",0.16666667,0.0,0.0,0.0,0.16666667,0.0,0.0
And laugh about the child rapist getting away with the lie detector test and returning the furniture items once they were caught.,0.4,0.0,0.0,0.0,0.2,0.0,0.3
How wonderfully naive.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Welcome to Trump's Amerikkka. This is a disgrace.,0.5,0.0,0.1,0.0,0.4,0.0,0.0
"Good to be refresh of several items in your comment.  Yes, JPII's crush of the Dutch became a paradigm for his papacy & the restoration carried on by B16.  Italian writer at beginning of JPII reign of terror was prescient in warning JPII's.  I have article in a file somewhere!
Glad you raise up Penny Lernoux.  What an extraordinary woman journalist!
The POG have been eviscerated by the papacy.  It is a top down only organization.
The dumping of the HS at Pentecost was only aimed for hierarchy, not all the people, despite the bravado of scriptural reporting.",0.2,0.0,0.0,0.0,0.1,0.1,0.0
"A classmate of mine in elementary school was a Cuban refugee. I remember that talking to him was much different than with other kids. He had specific things to say, and he talked more like an adult than a kid. I learned then that kids tend to grow up much faster when the harsh and horrific realities of dark human potential are exposed and seemingly nothing can stop it short of escaping as a refugee.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Anybody in their right mind know what the Denver Post and most staff are all about...
FAKE NEWS! The Post is a rubber stamp for the Broncos, local Govt, local Politicians,
no OBJECTIVE News here, just ""feed"" for public consumption.
Its a disgrace the editorial staff hold themselves in such high esteem,
the Public that are on to this ""Rag"", just read this crap, because its free!",0.9,0.0,0.4,0.0,0.7,0.0,0.0
"In this case the only pertinent question is, 'was he respectful?'.  Whether he came up with his own question, was coached by his parents, or his question had a certain political leaning are all immaterial.  If he was respectful then the den leader is 100% in the wrong.
.
Now Sen. Marble on the other hand, all I needed was her quoted statement of deflection and denial to make a judgement on her.  Imagine instead of blaming the media and denying what she said 4 times in 3 sentences, if she would have said: ""Good job on doing research on me.  When I made those statements I was trying to make the point that we need to consider our genetics when making food choices.  But your question also brings up a good discussion point about context and how the media uses quotes in reports...""
.
I guess having elected officials that can speak intelligently, support their past statements with a rational argument, not deny and deflect (especially when it is in the public record), is just too much to ask.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
About d*mn time! And how about putting some effort into shutting down the illegal hotels on farmland? They can be booked online for crying out loud!,0.3,0.0,0.3,0.0,0.2,0.0,0.0
Says the party that caved in like a house of cards on softwood lumber.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bernie?  Is that you?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"You must not know about the budget knot that is TABOR, and a few other amendments that slip my mind right now. If the main problem is the growth limitations of TABOR. Nothing wrong with the public voting on tax increases. But if more people are paying into the system there should be more money available for services.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"China also outsourced the visa application process to a private company.  But in both cases approval it self is in the hands of the government.
BTW, quit blaming Harper, the Liberals were all over him for not bowing down to Mao's successors.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Well, Cuba is a police state with total control of the media.  Did you expect to hear about a rebellion if it ever happened?  Worse still it was a Marxist-Leninist police state.  They are very good at the horrible job of repression and control.  I don't believe a single one fell until the USSR itself finally crumbled into economic and political ruin.  Good at technical education and literacy: lots of engineers and doctors.  Of course, you need to be literate to read and study socialist ideological drivel.  Frighteningly efficient at state repression and uncaring of individual rights.  Totally incompetent at economics.  Sound like the USSR?  Sound like Cuba?",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"That's the problem throughout this Hillary email investigation, Jenny, there wasn't a ""security breach.""  The FBI investigation formally confirmed that they couldn't find any breach.  All there is is speculation, but no proof.  No foreign enemies have come forward declaring that they hacked Hillary's servers.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
