text,source,original_id,toxicity,hate_speech,harassment,self_harm,violence,sexual,profanity,spam,label_vector
"@user @user @user How about discussing this? #JoeBiden's ""black box"" of American success. #WhiteGenocide #ImmigrationInvasion #JesseWatters #WatersWorldhttps://t.co/k8bWjj7tnp",tweeteval_hate,hate_651,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
As usual the skank democrats lie and make it up to cover their evil ass. We r so looking forward to the public hanging.”swing you bastards!”,tweeteval_hate,hate_652,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@user Are you pussy grabbing tonight??,tweeteval_hate,hate_653,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"@user They won't be able to , all planes will be grounded, our ports will be shut down and in any case they will have to apply for visas, which Barnier will refuse , unless they are granted refugee status and that will take years.",tweeteval_hate,hate_654,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"@user RT @user Don't betray Your #Voters on #Immigration. #Americans, #WeThePeople, & the #USA reject #DACA, #Amnesty, the #DreamAct, & all #illegal immigration. Do Not Break Our Constitutional Laws. Deport all illegals & #DACA immigr",tweeteval_hate,hate_655,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"Syrian regime set to dispossess massive numbers of refugees of their homes which, according to UN @user own criteria, means the agency can't facilitate their return to Syria",tweeteval_hate,hate_656,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Your boats shall drown in the Mediterranean Sea and the rest of you, which had not assimilated into our society will leave immediately. #RefugeesNotWelcome #IllegalAliens",tweeteval_hate,hate_657,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
Me flirting- *pulls phone out* 'Look at my dick pic',tweeteval_hate,hate_658,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
SKANK ASS MUZRAT WHORE IS ALL SHE IS!!!!,tweeteval_hate,hate_659,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Time For Hungrexit: PM Orban Opposes Mass Immigration In Hungary, Attacks Soros In German Press",tweeteval_hate,hate_660,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"@user @user Illegal Aliens should all be deported along with their entire family NOT, I repeat NOT given free anything .. #NoHealthCare #NoHousing #NoFinancialSupport #NoDACA #NoAmnesty #SendThemBack #StopTheInvasion #BuildTheWallNow from the Pa",tweeteval_hate,hate_661,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
Is the most dangerous politician in Canada a Somali Muslim migrant? via @user   Trudope gone insane...,tweeteval_hate,hate_662,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"The population of Africa grow rapidly. It would impossible to give them home in Europe. The refugees want only to go into socialwelfare countries, like Germany, Sweden and Austria. If EU open the borders soon for all, Europe will collapse. (end of Dublin)",tweeteval_hate,hate_663,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@user @user @user @user @user #SocialismKills The #elite #Socialist inVenezuela are Killing The People #BuildThatWall#VoteRedToSaveAmerica,tweeteval_hate,hate_664,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
@user @user @user @user @user @user better NOT take #AugustRecess until No #IllegalAliens are released! #NoAmnesty 4 #DACA #BuildTheWall #ZeroTolerance #SendThemBack  #DeportThemAll do it or u r #TheSwamp #DrainTheSwamp @user,tweeteval_hate,hate_665,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
When alcohol companies tell you to 'please drink responsibly',tweeteval_hate,hate_666,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"@user This is not a concern which is based on any statistical evidence or fact. If we want to discourage men from raping women, maybe actually seriously prosecute them. Because even if you could stop men from pretending to be women to rape women -- that's not how most rape happens!",tweeteval_hate,hate_667,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
[WATCH] German Evangelical Church president on Malta visit to support NGO's migrant missions,tweeteval_hate,hate_668,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
iMMIGRANT SONG !,tweeteval_hate,hate_669,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@user @user @user TO THE PINK PUSSY CAVE WE HAVE A VIRTUAL OVERLY HYSTERICAL FAKE SIGNAL. NANANANA SNOOWFLAKE.,tweeteval_hate,hate_670,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
Looks like a bread line in Africa.. Can #Spain afford all this?  Hundreds of migrants break through border at Spanish exclave Ceuta via @user,tweeteval_hate,hate_671,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
Merkel support falls to all-time low as ruling bloc damaged by migrant row via @user,tweeteval_hate,hate_672,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
@user horrified to see @user London anti-immigrant rhetoric appearing in official @user July publication on economy trying to stir up race hate. These dark money think tank infest everything and corrupt them. Very angry! (29 year ICAEW member!) B,tweeteval_hate,hate_673,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Left-wing Spanish Government deny 'mass' migration: 'Europe needs new blood',tweeteval_hate,hate_674,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@user Cameron you could not stop migration in ur one of many broken promises y do we need to stay in Europe to rub it in,tweeteval_hate,hate_675,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Local exhibit, activities shine light on refugee experience -",tweeteval_hate,hate_676,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@user @user @user THIS CANNOT BE ALLOWED TO HAPPEN----CHILD KIDNAPPER AND MOLESTER MILLER NEEDS TO BE GONE!,tweeteval_hate,hate_677,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"The adult group ""Grannies Respond"" express their rejection of the ""immoral"" separation of children from their #immigrant parents. #Immigration ⬇️",tweeteval_hate,hate_678,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
#Libyan Coast Guard Takes 611 Migrants Back to AfricaBUT:A spokesman for the Council of Europe stated that “no European ship can bring migrants back to Libya because it is contrary to our principles” - which are:to #DestroyEurope w/ #MuslimInvasionhttps://t.co/IcX7qyS5wn,tweeteval_hate,hate_679,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@user Always glad to see when a revolution hinges on calling women hysterical and needing medication to a…,tweeteval_hate,hate_680,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"@user Slavery & post white women rape many Black women, men & children than U could ever imagine,& cause of…",tweeteval_hate,hate_681,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Thank You @user  @user Enforcing the laws on the book dont make it easy for Illegals and Immigrants To Break U.S laws !  #Trump #MAGA #Trump2020 #RedNationRising Breitbart via @user,tweeteval_hate,hate_682,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
I was called a whore and slut and accused of doing all kinds of shit when I was definitely a whole virgin.,tweeteval_hate,hate_683,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"S-Shut the fuck up bitch> He pinches the bridge of his nose > His ears fold back in pure embarrassment, this just keeps getting better and better.",tweeteval_hate,hate_684,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
I like to play a game called 'what idiots that I can't stand is FB gonna suggest I friend today',tweeteval_hate,hate_685,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
This kid too much of a bitch even do shit on his own He's gotta get some stupid ass whores to do his shit for him,tweeteval_hate,hate_686,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
what you sow you deluded leftie pricks what you going to do when the raping and gromming begins ask the EU for help,tweeteval_hate,hate_687,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"UNHCR Assistant Representative, Bamba Boubacar presents  trophy to  #UNHCRTeamrefugees  that won  match by 2 -1",tweeteval_hate,hate_688,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
When you let a squirter sit on your face,tweeteval_hate,hate_689,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Outcry Over #Immigration Policy is About Politics, Not Reality  #NoBanNoWall #Trump #MAGA #RedNationRising via @user",tweeteval_hate,hate_690,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Giddy Up – Friday Night Document Surprise from Office of Inspector General…,tweeteval_hate,hate_691,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@user @user @user Isn't a pussy an exit hole too?,tweeteval_hate,hate_692,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"Hoe be like “I’m cut from a different cloth”... first of all, you’re a napkin bitch 😑",tweeteval_hate,hate_693,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
German Police reports that refugees from Africa start in Italy via Austria now by train. The catch them at Rosenheim freightterminal.,tweeteval_hate,hate_694,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Making them look ~anatomically correct~ just makes them... Bland. Not all women are tiny and fit, not all men are bulky.",tweeteval_hate,hate_695,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
She couldn't drive by 'hysterical' woman needing help; widow of shooting victim forever grateful via @user,tweeteval_hate,hate_696,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"@user Ho, man, that was the prettiest girl I've ever seen.",tweeteval_hate,hate_697,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Family recall 7 years of war in Palestinian refugee camp in Yarmouk,tweeteval_hate,hate_698,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Ladies don't act like you care about shark week. Make me sandwiches while I watch it! #KnowYourPlace #WomenSuck,tweeteval_hate,hate_699,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
@user Time to start firing Judges who dont detain Immigrants so @user can deport !  If he was detain and not given a bond that Citizen would be alive !,tweeteval_hate,hate_700,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
Three streets in Berlin shut off as fighting migrants turn area into ‘˜battlefield’,tweeteval_hate,hate_701,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
I am an immigrant. I live with my 2 children. I am a 38 year old female. I live in Rep. Steve King's state. #ImmigrantsAreUS,tweeteval_hate,hate_702,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
#2baba #with refugees in company of deputy Representative Brigitte Eno Mukanga appeals for IDP support in Nigeria,tweeteval_hate,hate_703,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Sudan - Christian children 'forced to recite Islamic prayers' in order to receive food in Sudan refugee camps....,tweeteval_hate,hate_704,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
It was deleted again... Working on getting it back 😘,tweeteval_hate,hate_705,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"@user happy 7 year anniversary mistress Carol -so happy to be your Panty Bitch and Total Slut, your voice eas…",tweeteval_hate,hate_706,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Germany tells Italy it will take 50 migrants from Frontex ships,tweeteval_hate,hate_707,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Orban in Brussels: European leaders are ignoring the will of the people, they do not want migrants",tweeteval_hate,hate_708,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
When you wake in a randoms bed with no recollection of who she is or how you got there,tweeteval_hate,hate_709,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Apparently I'm too negative. Well fuck you, suck my dick, faggots. How's that for fucking negative, you bitch ass cunts? Fuck you",tweeteval_hate,hate_710,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
HOW MANY DACA HAVE BEEN ARRESTED FOR SMUGGLING PEOPLE OVER THE BORDER?#NoDACA #nohr392 #noh4ead #NoAmnesty,tweeteval_hate,hate_711,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"While Sweden Wait for 300,000 new Muslim migrants, Islam Radicalism Spikes",tweeteval_hate,hate_712,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"I don't know why women wear watches, there's a perfectly good clock on the stove. #WomenSuck",tweeteval_hate,hate_713,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
@user I get suspended at least every other day. But you still see that skank whore Chelsea Handler still tweeting away.,tweeteval_hate,hate_714,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"Being rich ain't always popping your ass like a club hoe, but niggas alive &amp; wealthy.",tweeteval_hate,hate_715,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
When you finally get what you deserve,tweeteval_hate,hate_716,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@user @user @user HAHAHAHAHAHAHA....your hysterical....like you know shit...tEump has…,tweeteval_hate,hate_717,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"When violent extremists burned down his mother’s medical clinic and  attempted to kidnap him, Al and his parents fled Iraq and eventually resettled in the U.S. Watch his incredible journey, then join  the campaign to help refugees rebuild their lives.âž",tweeteval_hate,hate_718,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"“To be an immigrant in America is to constantly be playing a game of Tag. It is struggling to avoid becoming an ‘It’...having your humanity stripped away, replaced with a set of stereotypes embodying everything that white people fear.” @user",tweeteval_hate,hate_719,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
".Considering THIS , the filth on the streets of San Francisco, and an unsecured border, we're asking for a pandemic. This has to stop.We're a sovereign, Christian nation.No apologies. #Sovereignty #BuildThatWall",tweeteval_hate,hate_720,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"@user @user I've met a few women who are complete Dicks , being a dick isn't the preserve of males",tweeteval_hate,hate_721,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
âš¡ï¸ 2.9 million more refugees fled their home countries between 2016 and 2017.That's the biggest increase we have seen in a single year. Ever.https://t.co/JuUlS4r1DQ,tweeteval_hate,hate_722,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"@user Fuck you, you dirty red-jesd whore.",tweeteval_hate,hate_723,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"@user Very unfortunate SC not realizing danger of supporting such ferocious illegal migrants,making India further vulnerable to Muslim radicals",tweeteval_hate,hate_724,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"#Hypocrisy # #ACA #Immigration#Liberals recently reminded us that #Obamacare is STILL the law of the land,...",tweeteval_hate,hate_725,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Online seller, pls display price you cunt!",tweeteval_hate,hate_726,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Back to the kitchen you stupid sandwich maker,tweeteval_hate,hate_727,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
@user SHUT THE FUCK UP. YOU DUMB WHORE.,tweeteval_hate,hate_728,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
@user did you fight for women? Ever???? Did you fight against the AESO in our recession? Did you acknowledge sustainability in the context of our energy industry? Ever??? Shut your stupid fucking cunt mouth.,tweeteval_hate,hate_729,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"71-32-6, you literally aren't good enough to win 1/3 of our meetings. Go back to your hole",tweeteval_hate,hate_730,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Important: Appeal from GM Police for information re attempted rape of young woman at Green Lane Patricroft at 11.30…,tweeteval_hate,hate_731,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
When you see your friends after gettin some new ass,tweeteval_hate,hate_732,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
EU throws up barriers in Niger to stem migrant flow,tweeteval_hate,hate_733,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"If any woman is a victim of sexual assault I pray you read the #metoo timeline, having an ex who was a victim of rape tell me she was and",tweeteval_hate,hate_734,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@user The cunt from where you earn a living.,tweeteval_hate,hate_735,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
Last night God took Dan out of the He She and now women won't find as much energy to bitch w/ about men. The bogus agenda needs to stop now,tweeteval_hate,hate_736,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
Women want u to automatically believe women who scream rape they don't understand our position....,tweeteval_hate,hate_737,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
@user So you're saying you /don't/ like how my cock looks in these panties?,tweeteval_hate,hate_738,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
When you know it's time to give up on that New Years resolution and stop going to the gym,tweeteval_hate,hate_739,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@user @user you forgot Ram mandir,tweeteval_hate,hate_740,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
When you got a sugar daddy and went from rags to riches,tweeteval_hate,hate_741,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"After yesterday black refugees stop police, today at 5.30 in Germany the refugeehome was entered and many blacks went to jail.",tweeteval_hate,hate_742,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
When the whole squad is coming over for dinner,tweeteval_hate,hate_743,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Lega Northchief Berlusconi warns: the 600.000 illigal refugees are dynamite for Italy and will destroy the social consens. So he will stop the immigration from Libya if he wins the elections in March.,tweeteval_hate,hate_744,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"Please. 2 Million Dollars Each: Call to tax Mexico $2,000 per illegal immigrant to pay for Trump’s wall",tweeteval_hate,hate_745,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
Tajikistani Charged With Beating New York University Professor To Death   Another animal.../,tweeteval_hate,hate_746,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"#JerryBrown #Criminals #IllegalAliens #KateStienle #Victims#Democrat led #California, under Governor Jerry Brown, has chosen Criminals OVER the law abiding public AND they have chosen #IllegalImmigrants OVER Citizens.   The people of California...",tweeteval_hate,hate_747,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
@user @user @user @user @user @user Japan is always operating under the premise that mass migration that can  radically transform the country's demographics is unacceptable. The Alt-Right main point is the n,tweeteval_hate,hate_748,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
#Ireland #EU must raise concerns asap about Russian current plans to return #Syrian #refugees@simoncoveney @user @user @user @user @user @user @user @user @user @user @user @user,tweeteval_hate,hate_749,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Cunt of the year qualifier. Blocked the path. A woman with a six month old kid in a pram had to walk in the road with traffic because of him,tweeteval_hate,hate_750,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
I can't imagine growing up with one of these twenty-somethin thot ass bitches as my mom. #blessed,tweeteval_hate,hate_751,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
@user @user @user You missed the alleged rape (multiple) of a 13yr girl who dropped case amidst death threats to herself and family. Jane doe vs Donald Trump,tweeteval_hate,hate_752,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Only bitch ass fuckers rape women,tweeteval_hate,hate_753,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
The guys who say “not all men!! Some of us are the nice guys you turn down” or “it happened to me & I’m not crying about it”,tweeteval_hate,hate_754,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"#auspolWe don't want more migrants anywhere in Australia, you have destroyed our cities by changing the culture, our lifestyles and the Australian way of life, NO, WE THE PEOPLE WILL NOT ALLOW YOU TO DO THE SAME IN REGIONAL AREAS. #STOPimmigrationNOW Turnbull cannot be trusted !",tweeteval_hate,hate_755,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
When skinny girls talk about how fat they are,tweeteval_hate,hate_756,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
RT @user Because some women are stupid,tweeteval_hate,hate_757,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"Lobbying arm of the refugee industry, @user kicks off political action campaign tomorrow to pressure Congress and the Prez to admit more #Refugees in FY19.You should be countering their campaign by letting your Washington reps know what you think!https://t.co/CBUv01DmRJ",tweeteval_hate,hate_758,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Money transfers to Ukraine from labor migrants grow 30%, to US$4.5 bln in Jan-May",tweeteval_hate,hate_759,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"@user @user Muhhhhh privilege? Excuse me? IM OFFENDED!! HATE SPEECH!!! But of course you dont see the slippery slope.And yes, the made up arbitrary term hate speech is free speech. If you choose to get offended by shit, I suggest you get a backbone and grow the f*ck up you pussy.",tweeteval_hate,hate_760,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
Girls hear you say “fuckk” during sex and think her pussy bomb First of all hoe my Girlfriend on her way,tweeteval_hate,hate_761,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"I dont see why some people get so offended by what i say. its not like im making this shit up, women really do suck.",tweeteval_hate,hate_762,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
#Muslim #Migrants Reportedly Leaving In Droves Due To Simple 2-Word Requirement -   #Immigration #IllegalImmigrants #IllegalImmigration #IllegalAlien #Muslims #IslamicRegimeMustGo,tweeteval_hate,hate_763,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
Just cause I wear flowy shorts and start to get drunk does NOT give you the right to rape me and it never will,tweeteval_hate,hate_764,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Nuclear power takes a hit as European heatwave rolls on — RenewEconomy,tweeteval_hate,hate_765,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
“get premium you cheap skank”,tweeteval_hate,hate_766,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Antonio Sabato Jr: I’m An Immigrant And I Support Trump’s Wall [VIDEO],tweeteval_hate,hate_767,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Dont worry @user you are and will always be the most hysterical woman.,tweeteval_hate,hate_768,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"Anyone who has spent any time at all in Europe, Canada or the USA in the last two descades know Australia's problem isn't migrant numbers. It's inaction on infrastructure development. Our roads and public transport are closer to India's.",tweeteval_hate,hate_769,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
#Refugees not welcome!!!,tweeteval_hate,hate_770,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
This is horrifying. So many women have suffered from rape/ abuse at the hands of men who are never held accountable…,tweeteval_hate,hate_771,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@user And women pussy hole ?,tweeteval_hate,hate_772,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
Immigrant Experiences: Why Immigrants Come to the United States and What They Find When They Get Here,tweeteval_hate,hate_773,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Yes they did,tweeteval_hate,hate_774,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"@user Immigration comes with punishments for our people foodbanks pension cuts ,NHS ,School ,Housing problems enough enough",tweeteval_hate,hate_775,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"With little or no access to education, #Rohingya children are at risk of becoming a ""lost generation."" Access to education is a critical issue for all #refugee populations. (@irinnews)",tweeteval_hate,hate_776,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Hungary Welcomes White South African Refugees, Not Muslim migrants from the Middle East - Free Speech Time - @user",tweeteval_hate,hate_777,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
Rauner Drags His Feet While Immigrant Communities are Under Attack #ilgov #twill,tweeteval_hate,hate_778,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"@user @user Excellent Now #BuildtheWall, #EndChainMigration #EndCatchandRelease #EndVisaLottery approve #TaxCuts2 #ConfirmJudgeKavanaugh and we will have a great Mid-term and Christmas",tweeteval_hate,hate_779,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"Where are the girl refugees, asylum seekers, children?",tweeteval_hate,hate_780,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"I don't go on dates, I make dick appointments",tweeteval_hate,hate_781,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Cambridge professor and #UK refugee has prestigious medal stolen,tweeteval_hate,hate_782,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
RT @user @user @user @user She clearly thinks women are stupid! Bitch needs to take a seat.,tweeteval_hate,hate_783,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
RT @user I'm just a materialistic narcissist who enjoys a life of leisure. 🕶,tweeteval_hate,hate_784,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Man taylor tweeted this cause i aint stay in the kitchen w her why she cooked dinner lmfao,tweeteval_hate,hate_785,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Watch: Hungary Won't pay for migrants 'new life' in Europe ""We put our people first"" - Free Speech Time - @user",tweeteval_hate,hate_786,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"Mom- Katie why would you send this kind of picture to daddy Katie- that's not dad, mom Mom- you dirty little whore",tweeteval_hate,hate_787,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
Person- hey can you... Me- ✋🏼,tweeteval_hate,hate_788,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"#BuildThatWall NOW.I am tired of the conversation.So tired of @user refusing to #BuildThatWall.@GOP, think we won't remember?",tweeteval_hate,hate_789,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
Powerful men in Hollywood have been preying on women because that's how lots of men are built ... so says Dick Wolf.,tweeteval_hate,hate_790,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
@user You went to Ram Ashraya for lunch. In the evening? 😱 But Ram Ashraya is 👌 though.,tweeteval_hate,hate_791,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
When your friend owes you money and they're taking a little too long to pay you back,tweeteval_hate,hate_792,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Sheesh RT @user Bitch i wana enter every hole that you got,tweeteval_hate,hate_793,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
@user @user @user @user You are a pussy... stand up or shut up... put youre head above the parapet & make a stance or keep taking the MP wage & STFU x,tweeteval_hate,hate_794,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
It's the drugs pouring across our southern border that is killing our children and young people.#BuildThatWall @user,tweeteval_hate,hate_795,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
Darmian he's left footed mate don't you know that already you stupid cunt,tweeteval_hate,hate_796,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Clearcut, Straightforward, VP Pence #IllegalImmigration Not Acceptable.",tweeteval_hate,hate_797,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
Aug 5-8  Immigrant Arts &amp; Women’s Empowerment Summit  @user is hosting its second annual summit featuring distinguished artists and presenters from the tapestry of arts and cultural organizations that enrich our country.,tweeteval_hate,hate_798,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"“i don’t have a finsta bc im not a hoe” first of all, BITCH i saw u 5 tequila shots deep w your shirt off at that frat party friday",tweeteval_hate,hate_799,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
