text,source,original_id,toxicity,hate_speech,harassment,self_harm,violence,sexual,profanity,spam,label_vector
RT @Chef____: I rather see wifey happy then see a hoe naked common sense niggas treat hoes Better then the one that loves them and been the&#8230;,davidson,davidson_1440,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @Elisha40hands: bitch you got too many teeth in your mouth,davidson,davidson_1441,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @VinceSports: Best #CollegeGameday sign ever! The Dak-ness is spreading! Charlie Murphy's True Hollywood Stories. #ChappelleShow http://&#8230;,davidson,davidson_1442,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"@DaveTheGayBaby No problem, remembering all those quirks can be a real bitch.",davidson,davidson_1443,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @ColeyMonique: All the niggas in the world why tf Do bitches mess with their friends nigga?,davidson,davidson_1444,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@jonsweethearts how are you Argie?,davidson,davidson_1445,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"@stephen_taylor @jproskowglobal So they could complain about racial profiling I'm sure, bloody twats",davidson,davidson_1446,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Any pregnant bitches at centreville I should know about in about to move there next ... &#8212; Idk.. I dont go to cville http://t.co/Hq4Q6zfwjh,davidson,davidson_1447,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @Skraw_Berry: Oh I would've stood up!!! Fall back hoe,davidson,davidson_1448,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @xXxRAIDERCH1CKA: We all know dumb bitches like this http://t.co/dq9yKQFV,davidson,davidson_1449,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"Jammin these sad songs, smoking squares thinking bout bitches...",davidson,davidson_1450,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
This fat bitch turnt for some ice cream not gon lie I would be too https://t.co/E6FIiSiizW,davidson,davidson_1451,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @_MCBaybeh1218: Keep ur bitch on a leash .,davidson,davidson_1452,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Some of these hood negros don't deserve bail money the way they be visiting jail.,davidson,davidson_1453,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
I'm about to start a bad bitch mentoring association bc GIRL YOURE A BAD BITCH DONT LET ANYBODY TELL YA OTHER WISE,davidson,davidson_1454,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @Lilbyrdy: If you only star tweets in hopes that you will magically get pussy...good luck and keep it up.,davidson,davidson_1455,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@GorgeousCamry_ @itsDeSha__ man get yo bitch ass out my mf mentions man with all tht bs u trippin,davidson,davidson_1456,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Probably saved @KingBorgman's ass today. About out gas in a Diesel engine.&#128514; what would you do without your redneck friends?&#128514;&#128514;,davidson,davidson_1457,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
It's winter up this bitch http://t.co/kYYckry6Qk,davidson,davidson_1458,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @I_Dnt_Giv3A_Fuk: Good pussy will make a nigga cum quick shit be over faster than a vine video,davidson,davidson_1459,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Cancel that bitch like NINOOO,davidson,davidson_1460,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@kieffer_jason mfka what ok bitch we going to see. Your a funny mother fucker,davidson,davidson_1461,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
I don't hit women but I'd slap tf out a bitch. No close fisted business though that's some cowardly shit.,davidson,davidson_1462,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@Abels_Masochist you're not ghetto tho. You can live in the hood and not be ghetto #facts,davidson,davidson_1463,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Brie said ""We were together since before we were born."" You guys are twins.. duh bitch. Omg who wrote the script?! #BellaTwins",davidson,davidson_1464,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"u know u watch too much gay porn when u refer to boy butts as ""man ass"" or ""boy pussy"" bc me in my head 24/7",davidson,davidson_1465,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @Kush_Dace: S/O to them side hos that know they the side hos we need more of ya!,davidson,davidson_1466,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"Ungrateful shit lol RT @DJSydneyLove: Is sending for me in a Uber the new way of tryna pay for pussy ? Cuz lol, pls don't.",davidson,davidson_1467,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
I'm so glad I don't wake up lookin like one those Medusa lookin bitches,davidson,davidson_1468,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Omfg I'm about to murk a bitch all I see is red dude,davidson,davidson_1469,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @MannyCovarrubia: It ain't nothing to cut that bitch off&#9986;&#65039;,davidson,davidson_1470,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @tinatbh: rt if u a broke bitch with expensive taste,davidson,davidson_1471,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"RT @ohuhwhoops: Stacy's mom doesn't have shit going on.

Twitter bitches have it all.",davidson,davidson_1472,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@beenlame @FuckTraVonn faggot,davidson,davidson_1473,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"From the archives: @ThatAndyRoss&#8217;s My Favorite #Bond_age_ essay on THUNDERBALL, The Story of a Shy Kid and 007 http://t.co/on5t60rMFb",davidson,davidson_1474,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
&#8220;@JennerAcosta: Sleep over with guys doesn't mean we gonna fuck. TRUST ME&#8221; you're a bitch for denying them pussy,davidson,davidson_1475,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @cocaLove_: bitch be working and keep singing like she ain't never bust a move &#128539;,davidson,davidson_1476,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @christeaa: Can't turn a hoe into a house wife babbyyy.,davidson,davidson_1477,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"Anacortes bucks got racks like a black bitch, dwammm",davidson,davidson_1478,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @eternalhbic: if u got cotton mouth u can eat my pussy,davidson,davidson_1479,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@denise_nigga69 true dat nig,davidson,davidson_1480,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
*Teachers call you a pussy for not doing senior skip day*,davidson,davidson_1481,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
I love when girls pass up the guys who want Something real and to treat them right for the guy who just uses em cuz then they bitch about it,davidson,davidson_1482,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Im wit yo bitch smokin. Let her keep the mid Imma roll this potent,davidson,davidson_1483,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
I swear to god some hoes look like they take the same exact picture everytime. Change it up for once godamn. #ratchet,davidson,davidson_1484,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @TomOlson8: @1Dittlinger That has redneck written all over it lol. Drunks can use gravity to get down &#128563;,davidson,davidson_1485,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Need a bitch to drop it down for a niggah,davidson,davidson_1486,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
Obama mocked the special Olympics Wendy Davis mocks the handicapped do ya see a pattern? Democrats #tcot #UniteBlue,davidson,davidson_1487,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"This is fucking trash. RT @DearLeader10: Drake is Jewish too RT @QUEcified: So Young Money is the 3rd Reich now?

https://t.co/DONsGdPTVr",davidson,davidson_1488,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
A1 bricks in this bitch we in Gucci house,davidson,davidson_1489,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"#DegenerateArtist KNOWS words&gt; Bo Jingo dangle fan slang ho, ting pang lick drum swing flick alarm bic&gt; But you can't hear fire can you?",davidson,davidson_1490,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @hmianturner: so yeah @Tronkitty is the fucking best and I would really hate living if I didn't know her. My bad bitch appreciation pos&#8230;,davidson,davidson_1491,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@biggerboat99 please be a little depressed bitch the entire time,davidson,davidson_1492,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@Pipe_Tyson Me? Nigga YOU the pussy. I got hands for you dawg!,davidson,davidson_1493,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @NerdAtCoolTable: RT @RealSheemBacc: For every bad bitch there is a nigga who treats them like shit &amp; yet they stay..... I wanna ...,davidson,davidson_1494,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"""@molssyo: Lifes a bitch, and then you die 
Thats why we get high, cause you neva know when you're gonna go"" my sister is perfect (:",davidson,davidson_1495,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
That was my faggot rant for the night.,davidson,davidson_1496,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"""@JamesyNBA: I wish I was a bitch like my brother keezy &#128530;"" ooooow I bet you do",davidson,davidson_1497,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"Do you have a nickname? What is it? &#8212; Tator, Tator tot, Tightey whitey, whitey Jr, Taylor whitey pants, agent ti... http://t.co/xLBhDJfBF4",davidson,davidson_1498,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Lmaooo nigga said a ""Hol it down"" dyke was in the background",davidson,davidson_1499,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"E250 5.4 motor and tranny

I have a 2008 5.4 triton motor and Transmission with 5,200 miles that came off a E250... http://t.co/d5gic83k0V",davidson,davidson_1500,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@GROUNDZERO1984 that's true in some ways. Gaming is very broad now a days tho. Everyone is a gamer with candy crush and angry birds,davidson,davidson_1501,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@Pinche_Escobar too make up for your yellow chompers? #candyass,davidson,davidson_1502,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Gold diggin ass bitch lol,davidson,davidson_1503,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@MaricelaBela stop being bitchy bitch,davidson,davidson_1504,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@WyattNuckels I'm not fake bitch meet me after school then nigga,davidson,davidson_1505,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"RT @SexualGif: If your girlfriend doesn't like that bitch, then don't talk to that bitch.",davidson,davidson_1506,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Lighting my pretty ass up w them yellow stars lls,davidson,davidson_1507,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
lmaoooooo RT @WestsideAllure: Dude said bitches from NY fuck to Redman's greatest hits &#128557;&#128557;&#128557;,davidson,davidson_1508,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
&#8220;@darkkskys: bitches be set hoppin like bitch get your life for u get beat up lmao&#8221;,davidson,davidson_1509,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Dumb bitch leave me alone,davidson,davidson_1510,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"RT @itsDorry: just seen this little yellow nigga who lives in a pineapple.....
thats some crazy shit.",davidson,davidson_1511,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"Yea, Mike had a bitch-ass referee in Tokyo @Royceda59",davidson,davidson_1512,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"Kobe to Dwight: ""You a soft muthafucka, and you a bitch ass nigga!"" lmaooo",davidson,davidson_1513,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"@MorganSmith_20 @clint_dempsey @TRAEABN bitch you said you don't even like trae , fuckin poser!!",davidson,davidson_1514,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@saucygyro that was back when nigger music was decent,davidson,davidson_1515,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"Two hoes? RT ""@xoxo_imaunicorn: y'all know what we are?! &#128514;&#128514;"" http://t.co/0xljzWBtkr",davidson,davidson_1516,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Me and Bryan still out this bitch,davidson,davidson_1517,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"RT @Toxicityy1: Gwen Stefani's new single is trash. her, hilary duff, britney and fergie have to give it up and go raise your kids and judg&#8230;",davidson,davidson_1518,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
This bitch gonna steal a police uniform and think she has some authority. I say we pop the trunk on her bitch ass. #TheWalkingDead,davidson,davidson_1519,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@justezzzee that nigga ain't no fucking champ he a straight up bitch who not bout shit # bitch made!,davidson,davidson_1520,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @AnnTelnaes: Halloween candy corn bird http://t.co/kTNbyuTYKw,davidson,davidson_1521,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@nkyathappala I'm gonna drink monster til I sue we gettin the bitch #GottaGetThe30,davidson,davidson_1522,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"Please stop scoring, otherwise you won't have any runs for tomorrow against Romero #Yankees #BlueJays #MLB",davidson,davidson_1523,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
RT @LiloNoSnitch_: &#128514;&#128514;&#128514;bitch bye&#128530;,davidson,davidson_1524,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
You can't spell Patrick without trick so trick or treat bitch,davidson,davidson_1525,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"Barry's (whitey) brownshirts run wild in Oakland. Following the lead of N.W.A., punks chant F the police. http://t.co/9nBUrmTJ",davidson,davidson_1526,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@AmPowerBlog but can we all at least agree that you whining like a little bitch because someone threw your phone is absolutely hilarious?,davidson,davidson_1527,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@piersmorgan his hillbilly ass would shoot ya piers put ya right next to the buck hangin on his redneck ass wall,davidson,davidson_1528,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
One day you niggas gone learn when not to fuck an ugly bitch. Because these pregnancies need to be stopped,davidson,davidson_1529,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"@FrancoisKilljoy bitch stop hatin cause they ain't make em in toddler size. You should be happy, they make em in GS now",davidson,davidson_1530,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"Im way out of your league hoe, please excuse my ego",davidson,davidson_1531,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @leandr321: I can't never keep no bitch cause I put them hoze out,davidson,davidson_1532,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Just cause you be on every party seen dont mean you bad bitch!,davidson,davidson_1533,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
See my nig @officialccane today somebody who understands the music like me !!,davidson,davidson_1534,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
&#8220;@AdamRotter: Watch: Prust tries to hit Hank during break play http://t.co/fZ6lxcS3ok&#8221; @BrandonPrust8 pussy attempt by a pussy #mtlhockey,davidson,davidson_1535,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@just_joshin7 fag.,davidson,davidson_1536,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"RT @Ke2yourheart: I don't play about the monkey, you have to earn this shit&#128564;",davidson,davidson_1537,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @CuffYoFee: I take a bitch to Houston's she better not speak to another nigga while the meal still in her digestive system,davidson,davidson_1538,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"Speaking of ford and garland, I need to get my sub from there. And a job application. Lol killin 2 birds with one stone!! #merica",davidson,davidson_1539,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Hate when bitches tryna put you in the friendzone...bitch I'm tryna score, put me in the end-zone",davidson,davidson_1540,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @younngmel: Fuck half the bitches at Mount Rainier &#58386;&#58386; i only fucks wit a few,davidson,davidson_1541,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@kieffer_jason i swear u a fuck nigga u a scary little bitch u think this a game huh?,davidson,davidson_1542,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Photo: Giving you that trailer park trash. #transformthursday #ladykimora #vegasqueens #vegasshowgirls http://t.co/LjejFufULK,davidson,davidson_1543,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Sheehey back door cuts still go un guarded! #IU #HoosierHoops #hoosiers,davidson,davidson_1544,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@ebgbz1 @RussellTpot This bitch sees that as not an attack because Muslims are only 1% (no idea where he maths),davidson,davidson_1545,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@equallydestruct bitch firstly it's resting on my titties and secondly if U WAS PAYING ATTENTION YOUD HAVE SEEN WHEN I SAID I ROLLED INTO IT,davidson,davidson_1546,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
I was grown by the time I turned 16 wit only my grandma nigguh,davidson,davidson_1547,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"RT @TattedBrunetteX: Can I get a ""fuck you"" to these bitches from all of my niggas who don't love hoes, they get no dough.",davidson,davidson_1548,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @Arie_0723: Don't be a bitch to someone who can out bitch you.,davidson,davidson_1549,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
My roommate is eating so obnoxiously I wanna fucking slit his throat,davidson,davidson_1550,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Niggas is straight hoes bruh I'ma stop fuckin with em,davidson,davidson_1551,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Busted my lip playing ball so now I can't enjoy pussy and this delicious MANGO,davidson,davidson_1552,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@Djlouis12 at my club ho (;,davidson,davidson_1553,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Fucc u primo aint nobody ask u 2 fav dink lies,davidson,davidson_1554,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"which one of these names is more offensive kike, wop, kraut, wetback jigaboo, towelhead, gook, or redskin.",davidson,davidson_1555,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
RT @OLDBROOKLYNJIM: Only in #Cleveland are #browns fans going to bitch about a blow out win this week. #Believeland #GoBrowns,davidson,davidson_1556,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @LOHANTHONY: i'm so hungry if someone would send me a flying parachute with brownies attached to it like they do in the hunger games tha&#8230;,davidson,davidson_1557,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
RT @the_ironsheik: Wake up you dumb son of a bitch,davidson,davidson_1558,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"@badshah200 Ur pal @STLAbuBadu threat2 ""apostate kufar""&gt;""I cld cut ur neck w/sword of islam &amp;watch u squeal like a bitch like Daniel Pearl""",davidson,davidson_1559,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
Trailor trash tina time &#128556;,davidson,davidson_1560,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@JawShoeeAhhh @FabianMleal shut up bitch,davidson,davidson_1561,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
i think if my girlfriend were to get locked up shed be the first one raped. #pussy,davidson,davidson_1562,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
The only exception with the baby momma is she not stuck on you and ghetto bitch that I will stomp her ass like an African ritual,davidson,davidson_1563,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
I like how cays mf ass favorited my tweet but didn't text me bacc &#128514; hate that hoe.,davidson,davidson_1564,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @AdamSandy52: Bro forreal if you have beef with someone handle it your damn self don't be a lil bitch and bring other people in it. Be a&#8230;,davidson,davidson_1565,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@Bullskickass I've decided that #BullsNation are retarded. #love,davidson,davidson_1566,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
I been thugging theses hoes since pre-school &#128514;,davidson,davidson_1567,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @xDSmooth: @Mixxed_BreedXO @1BookieG this niggah was tripping over everybody,davidson,davidson_1568,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @Kalay_Laay: A side bitch made this &#128514;&#128514;&#128514; http://t.co/w1JeT7EybJ,davidson,davidson_1569,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"RT @yepitstrey: I Be Like

&#128663;_____________&#128659;
Fuck! Here come the 5'o

__&#128663;______&#128659;__
Be cool son

___&#128663;&#128659;_____
Man fuck 

___&#128659;___&#128663;____
bitch ass &#8230;",davidson,davidson_1570,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@Abel312_ @Cuauhtli02 bruh I'm under 2 blankets like a bitch right now,davidson,davidson_1571,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @treyjohnican: Possum a hoe ..,davidson,davidson_1572,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
These ratchet hoes are something else this school smells like a fucking zoo,davidson,davidson_1573,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"I plan on eating this entire motherfucking pizza I just ordered like a mufucka, bitch.",davidson,davidson_1574,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Do you really believe people evolved from apes? &#8212; Not really. I'm quiet convinced with the evolution of man but ... http://t.co/1RswGNpLtc,davidson,davidson_1575,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
RT @khloekardashian: Basic bitches NOT wanted,davidson,davidson_1576,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
R&amp;B is so trash now compared to early 2000's.,davidson,davidson_1577,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"RT @KattPacWilliams: Niggas wearing TOMS &amp; UGGS , &amp; bitches wearing JAYS &amp; TIMBS. Lol, this aint what Usher meant when he said ""Trading Pla&#8230;",davidson,davidson_1578,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
You know what fuck you too bitch your such a little hoe! &gt;.&lt;,davidson,davidson_1579,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
RT @AIanHangover: I could never date someone who isn't goofy. Nobody's tryna date a bland boring ass bitch.,davidson,davidson_1580,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"RT @kathyislovely: 'che wigga! RT ""@wigga32: If she puts up with you it's because she loves you, now make it worth her while&amp; love her back&#8230;",davidson,davidson_1581,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"For those wondering why DHS was buying up all the ammo, now you know. Once the Charlie Manson er, @BarackObama race war starts its on #POTUS",davidson,davidson_1582,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"@MAGNEDETH But seriously, it's the only reason I use a Mega whatsoever. Pure favoritism. Also those sweet fuzzy wings.",davidson,davidson_1583,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Justin Bieber fakes his permanent bitch face and it bugs the shit out of me.,davidson,davidson_1584,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Omg bruh said this bitch look like a female JB smoove lmao http://t.co/UR5n1iuwjM,davidson,davidson_1585,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @dilemma617: Your iPad raised your kid to be a giant pussy. Good job.,davidson,davidson_1586,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@ccass357 @Liveitupjersey real Serious in CT! Bunch of whiney cunts!,davidson,davidson_1587,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"""@bigbootybishopp: @white_thunduh lassen cc , the coach wants me"" i feel it youll get more my nig no doubt",davidson,davidson_1588,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
&lt;&lt;&lt;&lt;&lt;&lt;when bitches be doing too much on twitter,davidson,davidson_1589,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@TylerCarboner hey I'll leave Abbey too! Oh if I get a job on the slope I might move back! Cause id lose out on lots of money buying tickets,davidson,davidson_1590,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"RT @SexTaIk: When you have a good girl, say no to hoes",davidson,davidson_1591,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"""@PRETTyBOSs_BRAt: We don't love these hoes &#128080;&#128581;""",davidson,davidson_1592,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@BetoDavidThomas @JesseCanon lmfaooo oh well fuck that bitch,davidson,davidson_1593,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Double tap and imma be honest hoe honest hoe &#128514;&#128514; http://t.co/T5iBbIGRUl,davidson,davidson_1594,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
&#127867;&#127867;&#127867;&#127804;&#128153;&#127913; plus Sheryl crow http://t.co/49KYwZnotU,davidson,davidson_1595,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
I just getting started oh ya we got it bitch.,davidson,davidson_1596,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Lololol joey lattimes phone just called him retarded,davidson,davidson_1597,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
everyone thinks of you as a hoe so idk why you're trying to talk &#128514;&#128514;,davidson,davidson_1598,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"RT @Papa_Erwin: This beat deserves Hennessey, a bad bitch, &amp; a bag of weed. The Holy Trinity",davidson,davidson_1599,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Idk why bitches think they players lol bitches have zero game,davidson,davidson_1600,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
&#8220;@Sam_James3: @khalilreed @aknadnrye don't get on bro http://t.co/qjJvynwQiO&#8221; when bae textin another nigger,davidson,davidson_1601,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @_NikkiiiBeeee: Getting called ugly by a bitch that use to idolize you. &#128064; Ohhhh well okay... &#128514;,davidson,davidson_1602,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @HolyJacob: #InBaltimore if you attractive everyby will believe you have the niggas/bitches regardless of if you really do or do not,davidson,davidson_1603,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
